price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_living15,sqft_lot15,age
925000,4,2.75,3010,3400,2,0,1,0,1,2240,1940,5080,12
654500,4,1,1780,5000,1.5,0,0,0,1,1780,2030,5000,74
364000,4,2.5,2080,11050,1,0,0,1,1,2080,1850,11050,52
150000,2,1,1250,5208,1,0,0,0,0,1050,1030,5354,70
349950,5,3,2257,10117,1,0,0,0,1,1363,1540,10700,16
585000,3,1.5,1670,5000,1.5,0,0,1,0,1670,1750,5000,109
801501,4,2.25,2250,13500,2,0,0,1,1,2250,2730,13500,41
610000,3,1.75,1650,221720,1,0,0,0,0,1650,2520,221284,29
382000,5,2.25,2880,11965,2,0,0,1,1,2880,2370,10715,31
495000,4,3,3620,403693,2,0,1,0,1,3620,2230,148811,41
447500,3,1.75,1950,6504,1,0,0,0,1,1530,1660,6552,68
575000,4,2.5,2280,9491,1,0,0,1,0,1290,1560,8050,55
565000,2,1.75,1740,4736,1.5,0,1,1,0,1040,2020,4215,114
348580,3,1,1220,7876,1,0,0,0,0,1220,1340,7876,55
459000,4,1.75,2260,9703,1,0,0,0,1,1660,2390,8455,43
375000,4,2,1790,61419,2,0,1,0,0,1790,1790,62290,33
310000,4,2.5,2440,7093,2,0,0,0,0,2440,1860,6072,22
210000,3,1.5,1400,9600,1,0,0,1,0,1400,2210,15000,57
384205,3,2.75,1810,3292,2,0,0,0,1,1810,1810,2769,7
180000,2,1,1400,4500,1,0,0,0,0,900,1400,5500,99
310000,2,1,1400,4500,1,0,0,0,0,900,1400,5500,99
427500,4,2.5,2010,6294,2,0,0,0,0,2010,1870,4394,21
780000,3,3,2520,2152,1.5,0,0,0,1,1560,1140,2152,15
1760000,3,2.25,3060,16000,2,0,0,0,1,3060,3510,13162,33
339950,4,2.5,2150,4000,2,0,0,0,0,2150,1610,4000,11
820000,3,2.25,2880,9750,2,0,0,0,1,2880,2920,11090,32
398000,2,2,1300,3865,1,0,0,0,1,1300,1350,4199,15
492000,3,1.75,2770,39927,1,0,0,1,1,1580,2420,36384,43
240000,4,1.5,1780,14810,1,0,0,1,1,1180,1450,6728,71
599950,4,3.5,3730,15029,2,0,1,0,1,2440,3440,14280,30
105500,2,1,930,7740,1,0,0,0,0,930,1620,8584,89
445000,2,1,930,7740,1,0,0,0,0,930,1620,8584,89
390500,2,1.75,1460,426450,1,0,0,1,0,960,1810,17350,55
255000,3,2,1310,8454,1,0,0,0,0,1310,1310,8454,27
675750,4,2.5,2770,10274,2,0,0,0,1,2770,2270,7210,32
1640000,3,3.25,3140,5445,2,0,1,1,1,2240,2950,5250,108
353500,4,2.5,1770,9239,2,0,0,0,0,1770,2150,5450,17
765000,3,1,1220,7585,1,0,0,1,0,1220,1380,8918,67
563500,4,2.5,2190,4944,2,0,0,0,1,2190,2190,5108,22
439000,4,2,1800,5465,1,0,0,0,0,900,1400,5400,79
975000,5,2.75,3100,10014,1,0,1,1,1,1660,3230,10279,48
469900,3,2.5,2270,4399,2,0,0,0,0,2270,2060,4399,14
252000,3,1,1300,8184,2,0,0,0,1,1300,1120,8184,74
495000,3,2,1769,9300,1,0,0,1,0,1769,1870,10226,12
570000,6,2.5,3370,15625,1,0,0,0,1,1770,2790,15681,57
327000,4,2.5,1630,5361,2,0,0,0,0,1630,1920,5046,22
898000,2,2.25,2470,7658,1,0,0,1,1,1480,2070,7270,67
300000,4,2.5,2600,8572,2,0,0,0,1,2600,2170,5288,18
418500,3,2,1800,12440,1,0,0,0,1,1220,2460,12352,43
450000,4,2.5,2240,4616,2,0,0,0,0,1840,2260,5200,20
403000,3,2,1960,13100,1,0,1,1,1,1650,1960,10518,64
440000,3,1,1710,6556,1.5,0,0,1,0,1200,1410,6563,95
350000,4,1.75,2140,4959,1,0,0,0,0,1080,1590,5250,56
240000,3,2,1400,6200,1,0,0,0,1,700,1410,7564,73
460000,2,1,890,2100,1,0,0,1,1,760,1600,4250,102
825000,4,1,1820,4000,2,0,0,0,1,1820,2050,4000,98
267500,3,2.25,1860,12000,1,0,0,1,0,1860,1815,9604,45
201000,3,1,1220,22443,1,0,0,1,0,1220,1260,19950,49
479500,3,2.75,2300,4637,2,0,0,0,1,2300,2420,5699,13
210000,2,1,1520,4700,2,0,0,1,0,1520,1140,3906,43
445000,2,1,1440,3225,1,0,0,0,0,960,1160,3630,106
265000,3,1.75,1170,8148,1,0,0,0,0,1170,1200,8147,69
399000,3,1.75,1170,8148,1,0,0,0,0,1170,1200,8147,69
785000,4,2.25,3200,53357,2,0,0,1,1,3200,2650,54014,49
831500,5,2.5,4470,35124,2.5,0,0,0,1,4470,4050,34118,37
360000,4,2.5,2570,4557,2,0,0,0,0,2570,2200,4500,12
655000,3,2.5,2370,7916,2,0,0,0,1,2370,2500,8221,31
449950,4,1.5,1800,10150,1.5,0,0,1,0,1800,1630,10660,63
612000,5,2.5,2300,7000,1,0,0,0,1,1290,2080,7280,46
575000,3,2.5,3240,33661,2,0,0,0,1,3240,1870,43560,20
557000,3,2.5,2280,18241,1,0,0,0,1,960,3100,12465,26
375000,4,1.75,1870,12500,1,0,1,1,1,1030,2060,14141,78
369000,3,2.25,1820,99752,1,0,0,1,0,1820,1850,117612,52
330000,5,2.75,2390,6282,1,0,0,1,0,1290,1690,5202,55
1030000,4,1.75,2110,6708,1,0,1,0,1,1410,2140,7006,80
550000,2,1,980,4800,1,0,0,1,0,980,1570,2640,111
338000,3,1.75,1250,7710,1,0,0,1,0,1250,1340,7710,74
1900000,4,2.5,3680,13351,2,0,1,1,1,3680,3410,11700,39
235000,3,1,2230,8163,1,0,0,0,0,1230,2380,6874,55
349950,1,1,1230,9300,1.5,0,0,1,1,1230,1190,6820,103
300000,5,2.5,2093,10350,1.5,0,0,1,0,2093,1520,10350,58
431000,3,1.75,1660,12865,1,0,0,1,0,1660,1610,12400,54
280000,5,2.5,1630,20750,1,0,0,1,0,1100,1630,8640,46
295000,4,2.5,1677,7209,2,0,0,0,0,1677,2236,7209,10
445000,4,2.5,2990,6383,2,0,0,0,0,2990,2640,6454,18
550000,5,1,2150,262231,1.5,0,0,0,0,2150,1460,46609,21
515000,4,2.5,2890,15067,2,0,0,0,1,2890,3090,15398,18
555000,3,2.5,3050,158558,1,0,0,1,1,3050,2960,31050,34
265000,3,2.5,1410,2500,2,0,0,0,0,1410,1290,5190,15
597000,4,2.5,2280,2432,2,0,0,1,1,1520,1690,2099,100
661000,2,1,1260,5800,1,0,0,1,0,1260,1830,5800,82
362764,3,2,1460,4350,2,0,0,0,0,1460,1740,4622,13
427000,4,2.5,1600,14000,1,0,0,0,1,1310,1600,10200,71
405000,3,1.75,2020,8531,1,0,0,0,0,2020,1950,8449,56
157000,3,1.5,1170,11530,1,0,0,0,0,1170,1550,8605,61
246500,3,1.5,1170,11530,1,0,0,0,0,1170,1550,8605,61
386500,2,1.5,1280,11071,1,0,0,0,0,850,1280,10879,37
300000,4,2.5,2680,15508,2,0,0,0,1,2680,1960,15586,22
240000,3,1.75,1770,8571,1,0,0,0,1,1270,2120,7711,43
818500,5,3.5,4790,12957,2,0,1,0,1,3110,2620,13538,16
249000,3,1.75,1300,8500,1,0,0,1,0,1300,1410,7800,57
580000,4,2.25,2610,7700,1,0,0,0,1,1700,2260,8266,44
2340000,4,2.5,4500,35200,1,0,0,0,1,4500,4760,35200,33
333000,4,2.5,2100,7366,2,0,0,0,1,2100,2060,7324,24
230000,2,2,1340,7605,1,0,0,0,0,1340,1670,7136,29
360500,3,1,970,6180,1,0,1,0,1,970,1120,4500,47
265000,3,1.75,2200,7200,1,0,0,0,1,1270,1800,8000,59
490000,2,1,990,5000,1,0,0,0,0,990,2250,6032,80
600000,2,1.75,1180,5000,1,0,0,0,0,880,1470,5000,96
307500,3,1,980,6530,1,0,0,0,0,980,1220,6723,52
670000,4,2.25,2370,9636,1,0,0,0,1,1660,2350,9588,45
247200,3,1.5,1910,10583,1.5,0,0,1,0,1910,1770,9068,54
2600000,4,4.5,5270,12195,2,1,1,0,1,3400,3390,9905,42
440000,3,1.75,1430,8400,1,0,0,1,0,1430,1570,7800,60
700000,4,2.5,2490,7694,2,0,0,0,1,2490,2140,8126,34
756100,4,2,2000,8317,1.5,0,0,1,1,2000,1390,6001,104
555000,4,2.75,2600,19275,1,0,0,0,1,1620,2230,10119,43
830000,5,3.5,2880,3750,2,0,1,0,1,2270,2060,4000,20
180000,3,1,1010,8863,1,0,0,1,1,1010,1090,8410,31
775000,5,3.5,3290,5600,2,0,0,0,1,2670,3130,5600,17
220000,4,1.75,1530,18400,1.5,0,0,1,1,1530,1620,13535,83
650000,4,2.75,2020,15810,1,0,0,1,1,1620,2210,10160,54
410000,3,1.75,1340,9975,1,0,0,1,0,1340,1340,10050,60
339995,4,2.5,2180,5367,2,0,0,0,0,2180,2180,5130,21
1160000,5,1.75,2870,9680,1,0,1,1,1,1440,2940,9729,55
440000,3,2.75,2070,9697,2,0,0,1,0,1330,2000,14436,92
275000,2,1.75,930,7080,1,0,0,0,1,930,1100,7680,15
766000,3,2.5,2270,9822,2,0,0,0,1,2270,2790,8089,33
231500,3,2.25,1630,7900,1,0,0,1,0,1130,1630,8200,48
472000,3,2,2770,89298,2,0,0,0,1,2770,2040,109771,17
1330000,4,2.5,4010,37076,2,0,0,1,1,4010,4280,35326,31
265000,4,1.75,1970,8390,1,0,0,0,0,1140,1710,10890,66
325000,2,1,790,6000,1,0,0,0,0,790,960,6000,73
364500,3,1.75,1740,8424,1,0,0,1,0,1040,1370,8424,67
322500,2,1,1130,8184,1,0,0,0,1,1130,1010,8184,74
338900,3,1.75,1180,4000,1,0,0,0,0,1040,1430,4000,92
910000,5,2.5,2350,4000,2,0,0,0,1,2350,1840,4000,28
1020000,5,2.5,2350,4000,2,0,0,0,1,2350,1840,4000,28
459950,3,1.75,1850,6869,1,0,1,1,1,1100,1850,10096,87
584950,4,3,3220,6224,1.5,0,0,0,1,3220,2950,6224,12
252000,3,1.75,2050,11313,1,0,0,0,0,1520,1620,8065,34
270000,3,2.5,1430,8470,1,0,0,0,0,1190,1670,8418,29
750000,4,2.5,3210,8938,2,0,0,0,1,3210,3740,8108,16
775000,3,1.75,3520,12350,1,0,1,1,1,1530,2140,7800,61
325000,3,2.5,2260,8120,2,0,0,0,1,2260,2250,7784,17
810000,5,3.25,3290,6422,2,0,0,0,1,3290,3210,6891,9
409000,2,2.25,1640,2128,2,0,0,1,1,1640,1640,2128,47
400000,4,1.75,1580,5340,1,0,0,0,0,1130,830,980,74
530000,4,2.25,1940,8270,2,0,0,1,0,1940,1800,7743,59
580000,3,2.25,1580,8506,2,0,0,0,0,1580,2253,8515,34
491300,3,1.75,1750,11340,1,0,1,1,0,1300,2310,11340,34
272000,4,2.75,1810,7350,1,0,0,1,0,1200,1750,7350,41
599950,3,2.5,1970,106722,1,0,1,0,1,1970,2910,101494,36
464000,3,2.5,1770,5146,2,0,0,0,1,1770,1870,5146,29
471001,3,1.75,1800,6000,1,0,0,1,0,900,1800,3000,116
230000,3,1.5,1500,11616,1,0,0,0,0,1100,1830,8288,41
358000,3,1,940,6695,1,0,0,1,1,940,1230,7400,62
510000,3,2.25,2340,6183,1,0,0,0,0,1210,1970,6183,92
86500,3,1,840,9480,1,0,0,0,1,840,840,9420,61
199950,3,1,840,9480,1,0,0,0,1,840,840,9420,61
1710000,3,3.25,2940,5432,3,0,1,1,1,2440,4400,5500,43
850000,3,2.75,3180,3680,2,0,0,1,1,2190,2000,3680,103
542000,4,2.5,2020,3440,1.5,0,0,1,0,1480,1520,5080,93
102500,2,1,820,4320,1,0,0,0,0,820,780,7424,84
718000,3,1.75,4060,136290,1,0,0,0,1,2810,1300,51836,26
625000,4,2.25,2660,22194,1,0,0,1,1,2180,2660,18135,44
350000,3,1,1010,11244,1,0,0,1,0,1010,1220,11242,74
216000,2,1,710,5120,1,0,0,0,1,710,1150,1252,103
340000,3,1,980,7228,1.5,0,0,0,0,980,1070,7228,75
505000,3,1,1100,5400,1.5,0,0,0,0,1100,1770,4400,113
372000,5,2.5,2840,6010,2,0,0,0,1,2840,2740,5509,18
263850,4,2.25,2300,7524,2,0,0,1,1,2300,2270,8025,43
1350000,4,3.25,5370,20388,2,0,1,1,1,5370,2770,22270,31
325000,4,2.5,2280,9899,2,0,0,0,1,2280,1970,9451,34
289000,2,1,1010,7740,1,0,0,0,1,890,1030,6000,97
364000,3,2.25,1420,6600,1,0,0,0,0,1160,1920,7902,34
610000,4,2.5,2100,8800,1,0,0,1,1,1250,2100,9000,41
531500,4,2.75,3110,49765,1,0,0,1,1,3110,1880,19709,49
402500,3,2.25,2160,9540,2,0,0,0,1,2160,1720,12593,42
375000,2,1,820,6250,1,0,0,1,0,820,1300,6250,99
537500,5,2.5,4340,9108,1,0,0,1,1,2170,2030,6812,42
375000,3,1.75,2100,9066,1,0,0,0,1,1440,2000,9132,59
293550,4,1.75,1250,8840,1,0,0,1,0,910,1410,8378,42
585000,6,3,3870,43787,2,0,0,0,1,2700,2600,35381,45
225000,2,2.5,1360,2693,2,0,0,0,1,1360,1360,2693,18
185000,4,1,1400,8684,1.5,0,0,0,0,1400,1520,8712,64
402000,3,1.5,1450,7375,1,0,0,0,0,1010,1350,7440,53
585000,5,1.75,1880,16617,1,0,0,0,0,960,1720,8400,58
549000,2,2.5,1380,953,3,0,0,0,1,1380,1430,3400,15
1810000,3,2.25,2910,15626,1.5,0,0,1,1,2510,2370,6519,98
345000,3,1.75,1380,10529,1,0,0,0,0,1380,1670,5694,54
302500,3,2.25,3100,11985,1,0,0,1,0,1790,1770,7954,58
218500,4,1.75,1400,25500,1,0,0,1,0,1400,2170,25500,57
705000,2,2,1650,6840,1.5,0,0,1,0,1650,1700,4560,105
191000,3,1,840,5525,1,0,0,1,1,840,920,5330,52
695000,3,2.5,2550,45254,2,0,0,0,1,2550,2190,49222,20
350000,2,2.75,2820,11770,2,0,0,0,0,1630,1690,12500,74
480000,3,1.75,1710,4080,1,0,0,1,0,1130,1200,4080,42
220000,3,1,820,5200,1,0,0,1,1,820,1120,5200,44
535000,4,2.25,2620,33578,2,0,0,0,0,2620,2520,35160,44
1000000,2,1.75,2430,23400,1,0,1,0,1,2430,3150,23600,70
592000,3,1.75,1560,7424,1,0,0,1,1,1560,1370,7424,81
775000,4,2.5,3060,6826,2,0,0,0,1,3060,3110,6932,17
320000,3,2.5,1680,4584,2,0,0,0,0,1680,2160,4621,18
760000,3,3.25,3320,15022,2,0,0,0,1,3320,3430,15018,32
640000,3,2.5,2390,8315,2,0,0,1,1,2390,2370,7816,31
253200,3,1,1360,5840,1,0,0,1,0,1360,1250,6708,68
228000,2,1,1800,9236,1,0,0,0,0,1800,1730,5701,67
325000,3,1,1160,9525,1,0,0,1,0,1160,1160,10640,53
530000,4,3.25,4160,35654,2,0,0,0,1,2760,2500,35675,48
300000,4,2.25,1660,3200,2,0,0,0,0,1660,1960,3558,10
418000,3,2,1410,6030,1.5,0,0,1,0,1410,1410,6300,91
415000,4,1.75,2230,9625,1,0,1,0,1,1180,2300,8211,66
384000,3,2.5,1700,4000,2,0,0,0,0,1700,1700,4417,18
325000,3,2.5,2070,8337,2,0,0,0,1,2070,2030,7248,24
600000,3,1.75,2300,12682,1,0,1,0,1,2300,2720,14643,66
760000,4,2.25,3040,9690,1,0,0,1,1,1940,2430,9690,43
168000,2,1.5,1220,3568,1.5,0,0,1,1,1220,1180,3678,45
405000,3,1,960,3960,1,0,0,0,0,960,1550,6050,78
479000,3,1,1480,10094,1,0,0,1,0,1480,1430,10083,65
549000,3,2,1560,5130,1,0,0,1,0,1150,1560,4500,106
215000,3,1.5,1100,33600,1,0,0,0,0,1100,1570,32700,54
550000,2,1.5,900,5750,1,0,1,0,0,900,1300,1413,81
389000,4,1.75,2400,7700,1.5,0,0,1,0,1500,1530,7700,94
447500,3,2.5,2320,15024,2,0,0,0,1,2320,2300,15145,31
540000,5,3,2570,5590,1,0,0,0,1,1580,2020,10500,12
273500,4,2.75,1300,9638,1,0,0,0,0,1300,1670,9638,38
257000,5,2.75,2930,10148,2,0,0,0,1,2930,2930,8425,19
199000,2,1,720,7200,1,0,0,1,1,720,970,8027,78
339100,4,2.5,2350,10655,2,0,0,0,1,2350,2210,7028,29
435000,4,2.5,2940,7590,2,0,0,0,1,2940,2550,8360,30
400000,3,2.5,2020,3000,1,0,0,1,1,1010,1670,3000,111
356000,2,1,1430,365904,1,0,0,0,0,1010,2300,253519,30
395000,3,1,950,6951,1,0,0,1,0,950,1410,7200,71
575000,2,1,1250,4320,1,0,0,1,0,850,1520,4320,110
515000,3,1.75,1300,5120,1.5,0,0,1,1,1300,1090,5124,96
618250,4,3.25,2520,3360,1.5,0,0,1,1,1550,1730,3360,90
245000,3,1.5,1330,7125,2,0,0,0,0,1330,1570,7350,53
690000,3,2.75,2480,3240,1.5,0,0,0,1,1890,2160,3240,92
465000,5,2.25,3020,10010,1,0,0,0,0,1510,1760,10878,62
280000,3,1.75,1770,8240,1,0,0,1,0,1240,2060,8250,43
285000,3,1.75,1930,6533,1,0,0,0,0,1230,2030,5954,61
320000,3,2.25,1650,7047,2,0,0,0,0,1650,2010,7763,27
355000,4,3,2580,9601,2,0,0,1,0,2130,1900,10092,29
670000,3,2,2570,10078,1.5,0,0,0,1,2570,2660,8013,56
550000,1,1,2880,7560,1,0,0,0,0,1440,1400,5040,7
765000,4,2.75,2660,4500,1.5,0,0,1,1,1860,1830,4000,112
430000,3,1,1560,5225,1.5,0,0,0,0,1260,1560,5322,94
950000,3,2.5,3080,8448,2,0,1,0,1,3080,2500,6400,21
525000,4,1.75,2540,7200,1,0,0,1,0,1270,1650,7200,74
300000,6,2.5,3080,8163,1,0,0,0,0,1580,1850,8658,36
345000,3,2.75,2190,7258,2,0,0,0,1,2190,2190,8645,21
838000,3,3.75,2930,150945,2,0,0,0,1,2930,2070,43935,21
1800000,5,2.75,2880,20274,1,0,1,1,1,1660,3750,20220,62
390000,3,1.75,2160,98445,2,0,0,0,1,2160,2004,44431,43
1150000,3,2,2110,18815,2,0,0,1,0,2110,2690,21010,42
295000,4,2.25,1830,5720,2,0,0,0,0,1830,1960,5754,18
775000,4,4,3180,7650,2,0,0,0,1,2530,2000,4080,101
380000,3,2.5,1880,6047,2,0,0,0,1,1880,2120,7188,28
550000,3,1,1140,8180,1,0,0,0,0,1140,1510,8588,62
199900,5,1.75,1798,11232,1,0,0,0,0,1798,1300,15582,54
329900,3,1.75,1670,5209,1.5,0,0,1,0,1670,1990,4960,113
898000,3,2.25,2580,11060,1,0,0,0,1,2580,2580,13868,57
875000,4,2.25,3720,12384,1,0,1,1,1,1860,3180,15541,51
375000,4,2.5,2790,7956,2,0,0,0,1,2790,1660,8192,16
365000,3,2.5,2190,5091,2,0,0,0,1,2190,2200,5948,17
530000,4,2.75,2280,2850,1.5,0,0,1,0,1540,1680,3800,91
225500,3,1,1100,5200,1,0,0,1,1,1100,920,5200,52
318000,4,2.25,2180,7000,1,0,0,0,1,1680,2000,8000,52
910000,4,2.5,2770,9798,2,0,0,1,1,2770,3040,11100,35
207000,3,1,1980,18730,1,0,0,1,0,1280,1356,9450,78
1890000,5,3.5,4180,17935,2,0,0,0,1,4180,2950,13760,17
624500,6,3,3030,31920,1,0,0,1,1,1670,2890,35100,41
640000,3,2.5,1690,1553,2.5,0,0,0,1,1690,1910,1553,14
500000,3,2,1990,65340,2,0,0,0,1,1990,2120,59241,35
390000,5,1.75,2250,8970,1,0,0,1,0,1500,1940,8710,55
284000,3,2.25,2080,2050,1.5,0,0,0,0,1550,2080,2275,18
620000,3,2,2460,41343,1,0,0,1,1,2460,2500,53885,33
306000,3,2.5,2588,5702,2,0,0,0,1,2588,2403,5703,13
495000,4,1.75,2570,12039,1,0,0,0,1,1910,2200,12384,43
499950,3,2.5,2370,12753,2,0,0,0,0,2370,2280,16808,20
330000,3,1,1070,10563,1,0,0,0,0,1070,1840,9638,52
665000,3,2,1940,5820,1.5,0,0,1,0,1150,990,3880,77
850000,3,2.5,2650,2387,2,0,0,0,1,1830,1870,2216,101
599950,4,2.5,2290,6318,2,0,0,1,1,2290,2150,7350,33
360000,4,2.5,2050,9143,2,0,0,0,1,2050,1510,9484,29
699000,3,2.5,2680,5497,2,0,0,0,1,2680,2780,5497,20
475000,3,1.75,1520,8100,1,0,0,1,1,760,1040,8100,76
575000,3,2,2690,435600,2,0,0,0,1,2690,1700,163350,29
345000,2,1.5,1180,844,2,0,0,0,0,990,1170,1400,16
367950,4,2.5,3030,9500,2,0,0,0,1,3030,2650,9500,32
374500,3,2.25,1400,11400,2,0,0,0,1,1400,2180,9248,37
607500,4,2.5,3000,8100,2,0,0,0,1,3000,1550,8100,29
374000,3,1,1200,9800,1,0,0,1,0,1200,1220,10220,50
390000,3,1,1000,6947,1,0,0,0,0,1000,1000,6947,74
705000,4,3.25,2740,5339,2.5,0,0,0,1,2740,1770,4820,17
467000,3,2.5,1990,4978,2,0,0,0,1,1990,2650,6816,17
243500,3,3,2110,7794,1,0,0,0,1,2110,1330,10044,40
593000,3,2.75,1830,1850,2,0,0,0,1,1690,2310,2680,10
223000,3,1,940,7980,1,0,0,0,1,940,1050,7980,60
574000,4,2.5,2980,10179,2,0,1,0,1,2980,2980,8828,18
400000,3,2,2260,11305,1,0,0,0,0,1130,2080,10248,35
772000,4,2.75,3470,70131,1,0,0,1,1,1750,2950,43560,59
593777,3,1.75,1510,10450,1,0,0,1,0,1510,1310,9450,57
539500,4,3.5,2710,5722,2,0,0,1,1,2040,2500,5722,24
550000,3,2.5,2080,2625,2,0,0,0,1,2080,1760,2772,15
265000,2,2,1860,10856,1,0,0,0,1,1260,1250,10008,69
428000,3,1.75,2120,9350,1,0,0,0,0,1280,2200,9000,42
505000,3,2,1110,8375,1,0,0,1,0,1110,1410,7734,70
925000,5,5.5,5190,12637,2,0,1,0,1,5190,3840,12637,20
230000,3,1.75,1520,15344,1,0,0,0,1,1520,2270,14981,53
695000,4,2.5,2650,9990,2,0,0,0,1,2650,2710,8012,31
700000,4,2.75,3350,7857,2,0,1,0,1,3350,3870,7886,17
712500,3,1.75,1770,2800,1.5,0,0,0,0,1770,1630,3254,107
480000,3,2.5,2200,4692,2,0,0,0,1,2200,2440,3833,16
470000,3,2.5,2000,8424,1,0,0,1,0,1300,2110,8400,53
335000,3,1.75,1730,15003,1,0,0,0,0,1150,1900,15483,41
270000,3,1.5,1300,7907,1,0,0,0,0,900,1630,7600,51
810000,5,3.25,2950,67475,1,0,0,0,1,2530,2620,39820,17
589000,3,3,1720,954,3,0,0,0,1,1460,1720,1294,15
415000,2,1,880,4558,1,0,0,0,0,880,1370,5243,70
197000,4,2.25,1790,13200,1,0,0,0,0,1220,1740,8950,42
235500,3,1.5,1380,7600,1,0,0,1,0,790,1570,7904,50
460000,3,2.25,1530,1840,2,0,0,0,1,1240,1800,3431,13
572500,5,1.75,2330,4947,1,0,0,1,1,1380,2120,5605,66
302000,5,2,1540,9629,1,0,0,1,0,1540,2260,9600,61
870000,3,2.5,3210,8630,2,0,0,1,1,2530,2630,8630,31
485000,3,1,1130,5758,1,0,0,0,0,960,1510,6000,82
240000,3,2,1460,7526,1,0,0,0,0,1460,1580,7526,53
383000,3,1.75,1410,7215,1,0,0,0,0,1410,1550,7600,54
750000,4,2.75,1750,5080,1.5,0,0,0,1,1750,1700,4572,118
409950,2,1.75,1370,5125,1,0,0,1,1,1370,1200,5100,77
246000,3,1.5,1780,23819,1,0,0,0,0,1780,1130,14450,68
860000,4,1.75,1890,4500,2,0,0,1,0,1490,1890,5000,84
339950,3,2.25,1630,12295,2,0,0,1,0,1630,1730,9948,36
315000,5,1.75,2320,8100,1,0,0,1,0,1160,1410,7271,65
698000,3,2.5,2580,4636,2,0,0,0,1,2580,2480,4500,15
419000,2,2.5,1470,2034,2,0,0,1,1,1470,1510,2055,36
372000,3,1,2298,10140,1,0,0,0,0,2298,2580,24724,52
425000,3,2.5,1960,4709,2,0,0,0,0,1960,1700,4444,18
386500,3,2.25,2950,8036,1.5,0,0,0,1,1950,2060,7200,58
348000,2,1,670,7312,1,0,0,0,0,670,860,8242,79
754000,5,3.5,3020,15305,2,0,0,0,1,2230,3680,14486,43
269950,4,3,2390,7309,2,0,0,1,0,2390,930,7308,40
891500,3,2.5,3090,20785,2,0,0,1,1,3090,3400,7566,30
349950,4,1.75,1780,5000,1,0,0,1,0,890,1860,5000,118
360000,2,1,1420,81892,1,0,0,0,0,1180,1490,1863,65
975000,4,2.25,2420,15482,2,0,0,1,1,2420,2870,13905,24
449250,4,2,1480,3844,1.5,0,0,1,0,1480,1480,3844,93
350000,4,2.25,2190,3850,2,0,0,0,0,2190,1900,3850,15
790000,4,1.75,1820,6137,1.5,0,1,1,0,1690,2130,5100,110
990000,3,1.75,1810,24586,1,0,1,1,1,930,3540,14200,38
834000,3,2.25,2550,4089,2,0,0,0,1,2550,1680,4089,38
466950,3,1,1360,3880,1,0,0,0,0,1060,1110,3880,58
262500,3,1.75,2259,26831,1.5,0,1,1,0,1491,1980,15794,113
762300,4,2.5,3880,14550,2,0,0,0,1,3880,3240,14045,34
733000,6,2.75,2730,5000,1,0,0,0,1,1780,2090,5000,59
439000,4,2.5,2800,17279,1,0,1,0,0,1560,3060,13423,64
1160000,5,3.25,4290,7019,2.5,0,0,1,1,3590,1920,4000,94
420000,3,2.5,1770,3993,2,0,0,0,1,1770,1820,4046,22
549000,3,2.25,1920,10961,2,0,0,0,1,1920,2000,10706,40
518000,4,2.5,2320,4000,1.5,0,0,1,1,1510,1490,4500,116
695000,4,2.5,2961,12146,2,0,0,0,1,2961,2620,17749,23
485000,3,2.5,1680,7385,2,0,0,0,1,1680,1970,7470,33
280000,3,1.75,1590,27200,1.5,0,0,1,1,1590,1820,74052,95
306500,2,1,1420,16400,1.5,0,0,1,1,1420,1900,16400,78
720000,2,1,1370,9460,1,0,0,0,1,1370,1690,9930,71
277500,3,2.5,2620,4558,2,0,1,0,0,2620,1670,4558,11
649000,3,2,1810,17006,2,1,1,0,1,1810,2180,24911,34
3400000,4,3.5,4730,47870,1,1,1,0,1,2940,3250,49346,67
267800,2,1,700,6000,1,0,0,1,1,700,920,6000,72
625000,4,2.75,2390,6979,2,0,0,0,1,2390,2090,6321,28
600000,4,2.5,2070,8127,1.5,0,0,0,1,1590,2050,8131,18
395000,4,2,1780,8149,1.5,0,0,1,0,1780,1180,8149,73
212000,4,2.5,1900,21780,1.5,0,0,0,0,1900,1240,9166,34
425000,2,1,1040,4040,1,0,0,0,0,940,1420,4040,93
870000,4,1.75,2370,5000,1.5,0,1,0,1,1770,2100,4550,102
420000,3,2.5,1970,3667,2,0,0,0,0,1970,1970,3739,17
800000,4,2.25,2120,9921,2,0,0,0,1,2120,1890,7845,40
575000,3,2.5,1960,9535,2,0,0,0,1,1960,2520,9206,32
915000,3,3.25,2660,4000,2,0,0,0,1,2170,2660,4000,18
400000,3,2.25,1180,14258,2,0,0,0,0,1180,1860,10390,34
750000,3,2.5,2390,6550,1,0,1,1,1,1440,2010,6550,66
235000,3,1,1250,7592,1,0,0,1,0,1250,1250,7592,60
599950,5,3,2600,13674,1,0,0,1,1,1300,2150,7800,54
481203,2,1,940,3800,1,0,0,0,0,940,1680,3800,92
1820000,5,3,3880,13000,2,0,0,0,1,3880,3470,13701,18
379000,3,2.5,1530,2913,2,0,0,1,0,1530,1370,3783,35
626000,3,1.75,2430,5000,2,0,0,1,0,1760,1320,4062,76
535000,2,1,1030,4841,1,0,0,0,0,920,1530,4944,82
1230000,4,2.5,2740,16007,2,0,0,0,1,2740,2760,16008,37
410000,2,1.5,1180,1034,2,0,0,0,0,1120,1137,1034,20
